recall_type,manufacturer,recall_count
Vehicle,"NU VAN TECHNOLOGY, INC.",1
Vehicle,NURENBERGER HERCULES-WERK,2
Vehicle,NUWA INDUSTRIES INC.,2
Vehicle,"NYE IMPLEMENT CO., INC.",1
Vehicle,National Fleet Services of Ohio,1
Vehicle,"National Van Builders, Inc.",9
Vehicle,"Navistar, Inc.",364
Vehicle,Neely Coble Company,1
Vehicle,Nelson Manufacturing Company,3
Vehicle,Nelson Trailers,1
Vehicle,Neo Manufacturing Inc. LLC,1
Vehicle,New England Wheels,9
Vehicle,"New Flyer of America, Inc.",75
Vehicle,New Heights LLC,1
Vehicle,New Horizons RV Corporation,6
Vehicle,Newell Coach Corp.,26
Vehicle,Newmar Corporation,171
Vehicle,"Nexus RVs, LLC",2
Vehicle,Nikola Corporation,4
Vehicle,"Nissan North America, Inc.",411
Vehicle,Nolangroup S.P.A,1
Vehicle,Nomad Global Communications Solutions,1
Vehicle,North American Repower LLC,1
Vehicle,North Central Emergency Vehicles,2
Vehicle,"Northern Tool & Equipment Company, Inc.",1
Vehicle,Northwest Custom Campers,1
Vehicle,"Northwood Manufacturing, Inc.",5
Vehicle,Nova Bus (US) Inc.,61
Vehicle,Novae Corporation,2
Vehicle,"Nu Wa Industries, Inc.",12
Vehicle,"OASIS TRAVEL PROD., INC.",1
Vehicle,"OBS, Inc.",4
Vehicle,"OLD H.G., INC.",1
Vehicle,"OLSON BODIES, INC.",2
Vehicle,"ONAN, INC.",1
Vehicle,"ONENESS MOBILITY SERVICES, LLC",2
Vehicle,OPEN ROAD IND.,8
Vehicle,OPTIMA BUS CORP,7
Vehicle,ORION BUS INDUSTRIES LTD.,16
Vehicle,OSHKOSH SPECIALTY VEHICLES,1
Vehicle,OTIS ELEVATOR COMPANY,1
Vehicle,OTTAWA TRUCK CORPORATION,3
Vehicle,OUTBOARD MARINE CORP.,4
Vehicle,OVERLAND MOTOR COACH,1
Vehicle,Off Grid Trailers,2
Vehicle,"Old School Trailers, LLC",1
Vehicle,"Oliver Travel Trailers, INC.",4
Vehicle,Omaha Standard,1
Vehicle,Open Range R.V. Company,11
Vehicle,Orange EV,3
Vehicle,Oreion Motors LLC.,1
Vehicle,"Osage Industries, Inc.",4
Vehicle,"Osco Tank & Truck Sales, Inc.",1
Vehicle,Oshkosh Corporation,87
Vehicle,"Outback customs,LLC",2
Vehicle,Outdoors RV Manufacturing,6
Vehicle,Outlaw Conversions,1
Vehicle,"Ox Bodies, Inc.",4
Vehicle,P&B TRUCK ACCESSORIES,1
Vehicle,PACCAR Incorporated,399
Vehicle,"PACE AMERICAN, INC.",2
Vehicle,"PALM INDUSTRIES, INC.",1
Vehicle,"PALMER MACHINE WORKS, INC.",1
Vehicle,PALOMINO RV,2
Vehicle,"PAN-WIT, INC.",1
Vehicle,PANTHER MOTORS INC,1
Vehicle,PANTHER WESTWINDS LTD.,1
Vehicle,PANZER MOTORCYCLE WORKS USA,1
Vehicle,"PARAMOUNT TANK, INC.",2
Vehicle,PARCO HESSE CORPORATION INC.,1
Vehicle,"PAS, INC.",2
Vehicle,PAT-CAR CORPORATION,1
Vehicle,PATHFINDER EQUIPMENT CO.,2
Vehicle,PEABODY GALION CORP.,1
Vehicle,PEERLESS LIMITED,1
Vehicle,"PENNCO INDUSTRIES, INC.",1
Vehicle,PENTON IMPORTS,1
Vehicle,PERFECTION/COBEY COMPANY,1
Vehicle,"PERFORMANCE FIRST, INC.",1
Vehicle,PERRIS VALLEY CAMPERS,1
Vehicle,PERSONALIZED VANS AND TRUCKS,2
Vehicle,PETE'S CUSTOM CONVERSIONS,1
Vehicle,PETER PIRSCH & SONS CO.,1
Vehicle,PETERBILT MOTOR COMPANY,50
Vehicle,PETERSEN INDUSTRIES,1
Vehicle,"PEUGEOT, INC.",22
Vehicle,PHILADELPHIA SUBURBAN CO.,1
Vehicle,PICASSO COACH BUILDERS CORP,2
Vehicle,PIKE TRAILER COMPANY,2
Vehicle,PILOTCAR EV INC.,3
Vehicle,PJ Trailers,7
Vehicle,PJ's Truck Bodies & Equipment Co.,1
Vehicle,PL Custom Emergency Vehicles,6
Vehicle,PLEASURE-WAY INDUSTRIES LTD.,3
Vehicle,POINTER WILLIAMETTE TRLR.,1
Vehicle,POLAR COMPANY,1
Vehicle,"POLARIS INDUSTRIES, INC.",37
Vehicle,POLLET AUTOMOTIVE,1
Vehicle,POP'S TOP SHOP,1
Vehicle,"PORT TRAILERS, INC.",1
Vehicle,POTOMAC RV LLC,1
Vehicle,"POWERGROUP INTERNATIONAL, LLC",1
Vehicle,"PRECISION AUTO UPHOLSTERY, INC.",1
Vehicle,PRESTIGE AUTO SPECIALTIES,1
Vehicle,PRESVAC SYS (BURL) LTD.,2
Vehicle,"PREVOST CAR, INC. Inactive",49
Vehicle,"PRF INDUSTRIES, INC.",8
Vehicle,PRIME TIME MANUFACTURING,1
Vehicle,"PRO AIR, INC.",1
Vehicle,"PROCESS ENGINEERING, INC.",1
Vehicle,"PROGRESS IND., INC.",1
Vehicle,PROGRESSIVE INDUSTRIES,1
Vehicle,"PROHAULER TRAILERS, INC.",1
Vehicle,PROLine Products LLC,3
Vehicle,PTIC,1
Vehicle,"PULLMAN, INCORPORATED",5
Vehicle,Pacific Coachworks,3
Vehicle,Pagani Automobili SpA,2
Vehicle,"Palfinger USA, LLC",1
Vehicle,"Palfleet Truck Equipment Company, LLC",1
Vehicle,Par Nado inc,1
Vehicle,"Parker Trailer Sales, Inc.",2
Vehicle,Peach Cargo LLC,1
Vehicle,"Pegasus Vans & Trailers, Inc.",1
Vehicle,"Peterson Industries, Inc.",9
Vehicle,"Phenix Enterprises, Inc.",1
Vehicle,Phoenix Motorcars,1
Vehicle,"Piaggio Group Americas, Inc.",32
Vehicle,Pierce Manufacturing,109
Vehicle,"Pilgrim International, Inc.",2
Vehicle,Pioneer Coach Interiors Inc.,1
Vehicle,"Pitts Enterprises, Inc.",2
Vehicle,"Play-Mor Trailers, Inc.",3
Vehicle,Pleasant Valley Teardrop Trailers LLC,5
Vehicle,"Pleasure Way Industries, Ltd.",6
Vehicle,Polaris Industries Inc.,35
Vehicle,"Polestar Automotive USA, Inc.",5
Vehicle,"Porsche Cars North America, Inc.",189
Vehicle,Pratt Industries (US) LLC,1
Vehicle,Pratt Intermodal Chassis,1
Vehicle,"Precision Industries, Inc.",2
Vehicle,Prevost Car (US) Inc.,99
Vehicle,Prime-Time Specialty Vehicles,4
Vehicle,"Pro-Trak Trailers, Inc.",2
Vehicle,"Proterra Operating Company, Inc.",18
Vehicle,"Provan Industries, LLC",3
Vehicle,Q VALE AUTOMOTIVE GROUP,3
Vehicle,"QINGQI GROUP MOTORCYCLE CO., LTD",4
Vehicle,QT Equipment,1
Vehicle,"QUAKER CITY IRON WRKS,INC",1
Vehicle,QUALITY COACHES INC.,2
Vehicle,QUALITY STREET CARTS,1
Vehicle,Quality Trailers,1
Vehicle,"Quality Trailers Ohio, Inc.",1
Vehicle,"Quality Van Sales, Inc.",4
Vehicle,Quality Vans & Specialty Vehicles,3
Vehicle,"R & S UNLIMITED, INC.",1
Vehicle,"R&M Trailer Manufacturing, Inc.",1
Vehicle,"R&R CUSTOM COACHWORKS,INC",2
Vehicle,R&R MOBILITY VANS & LIFTS INC.,2
Vehicle,R-VISION,12
Vehicle,R.B.R. CORPORATION,2
Vehicle,"R.O. PRODUCTS, INC.",1
Vehicle,"RACE CITY RV PRODUCTS, LLC",1
Vehicle,"RADEMACHER IND., INC.",1
Vehicle,RANGER INDUSTRIES INC.,1
Vehicle,RANSOMES CORPORATION,8
Vehicle,"RATCLIFF IND., INC.",1
Vehicle,RAVENS METAL PRODUCTS INC,1
Vehicle,"RAVENS, INC.",1
Vehicle,RAYMOND UTILITY TRAILERS,1
Vehicle,"RAZZ VEHICLE MANUFACTURING, LLC",1
Vehicle,RC TRAILERS,1
Vehicle,"RC Trailers, Inc.",1
Vehicle,"RECREATION & SPORTS, INC",2
Vehicle,RECREATIONAL INDUSTRIES,1
Vehicle,"RECTRANS, INCORPORATED",3
Vehicle,RED RHINO TRAILER MANUFACTURING,1
Vehicle,RED RIVER MANUFACTURING,1
Vehicle,REDMAN WESTERN CORP.,1
Vehicle,REDWOOD RELIANCE COMPANY,1
Vehicle,RELIANCE HEAVY DUTY TRAILERS,1
Vehicle,RELIANCE TRAILER COMPANY,5
Vehicle,"RENAULT, INCORPORATED",27
Vehicle,RENEGADE RV,3
Vehicle,RESTYLING CONCEPTS,1
Vehicle,"REV Ambulance Group Orlando, Inc.",28
Vehicle,REV Recreation Group,70
Vehicle,"REVCON, INCORPORATED",5
Vehicle,REXHALL INDUSTRIES INC,7
Vehicle,"REXNORD, INC.",2
Vehicle,REXWORKS INC.,1
Vehicle,RICHIE'S AUTO RESTYLING,1
Vehicle,RIDE-AWAY CORPORATION,1
Vehicle,RIDE-AWAY HANDICAP EQUIPMENT,2
Vehicle,RIFLED AIR CONDITIONING SYSTEMS,2
Vehicle,"RITE-ON TRAILERS, INC.",1
Vehicle,"RITE-WAY, INC. OF INDIANA",1
Vehicle,RIVERS BUS SALES,2
Vehicle,RM STROPP CO.,1
Vehicle,"ROAD RESCUE, INC.",4
Vehicle,"ROAD RUNNER TRAILERS, INC.",3
Vehicle,ROADRAILER,1
Vehicle,ROBIE TRAILERS,1
Vehicle,"ROBINHOOD MTR HOMES, INC.",1
Vehicle,ROCKWOOD INCORPORATED,2
Vehicle,"ROD'S CUSTOM BODY SHOP, INC.",1
Vehicle,ROGERS BROS. CORP.,1
Vehicle,ROGERS STEREO,1
Vehicle,"ROGUE INDUSTRIES, INC.",1
Vehicle,"ROLLING M, INC.",1
Vehicle,ROLLING THUNDER CONVERSIONS,2
Vehicle,ROLLS RITE TRAILERS,1
Vehicle,ROPER CORPORATION,1
Vehicle,ROSA TRAILER MFG,1
Vehicle,"ROVER GROUP, LIMITED",7
Vehicle,ROYAL CARGO TRAILERS INCORPORATED,2
Vehicle,ROYAL INDUSTRIES,1
Vehicle,ROYALE LIMOUSINE MANUFACTURERS,2
Vehicle,"RUPP INDUSTRIES, INC.",3
Vehicle,"RV IND., INC.",1
Vehicle,RV MANUFACTURING ENTERPRISES LLC,2
Vehicle,RVI INC.,2
Vehicle,RVSQUARED INC.,1
Vehicle,"Rapiscan Systems, Inc.",1
Vehicle,Reading Truck Body LLC,1
Vehicle,Reading Truck Equipment LLC,1
Vehicle,Reading Truck Group LLC,3
Vehicle,Rebel West Powersports LLC,1
Vehicle,Recreation By Design,3
Vehicle,"Regency Conversions, Inc.",3
Vehicle,"Reinke Manufacturing Company, Inc.",5
Vehicle,Reiser Manufacturing,1
Vehicle,"Reitnouer, Inc.",2
Vehicle,Rhodes Trailers,4
Vehicle,"Ride The Ducks International, LLC",4
Vehicle,Riverside RV,6
Vehicle,"Riverside Travel Trailer, Inc.",2
Vehicle,"Rivian Automotive, LLC",12
Vehicle,Road Systems Incorporated,1
Vehicle,"Roadclipper Enterprises, Inc.",1
Vehicle,"Roadmaster, LLC",2
Vehicle,Roadtrek Inc.,9
Vehicle,"Rolls-Royce Motor Cars, Ltd.",41
Vehicle,Rosenbauer America,21
Vehicle,Rossmonster Vans LLC,1
Vehicle,"Roush CleanTech, LLC",2
Vehicle,"Roush Performance Products, Inc.",8
Vehicle,Royal Enfield North America Limited,2
Vehicle,"Rush Truck Centers of Texas, LP",1
Vehicle,S&C AUTOMOTIVE,1
Vehicle,"S&P CONVERSIONS, LLC",1
Vehicle,"S&S CANOPIES & CAMPERS MFG., INC.",2
Vehicle,"SAAB CARS USA, INC.",88
Vehicle,"SAFARI MOTOR COACHES, INC.",11
Vehicle,SAN FRANCISCO MAZ,1
Vehicle,"SANS VANS OF FLA.,INC.",1
Vehicle,SANTA FE VANS,3
Vehicle,"SCHIEN EQUIPMENT, INC.",1
Vehicle,SCOTT HEALTH & SAFETY,1
Vehicle,SCOTT-GAFFNEY & CO.,1
Vehicle,"SEAGRAVE FIRE APP., INC.",1
Vehicle,"SEBRING-VANGUARD, INC.",3
Vehicle,"SECURITY INDUSTRIES, INC.",1
Vehicle,SELLERS MANUFACTURING INC.,1
Vehicle,SEMINOLE TRLR. MFG. CORP.,1
Vehicle,SENTINEL VEHICLES LIMITED,1
Vehicle,SHADOW CRUISER CORP.,1
Vehicle,SHASTA INDUSTRIES,8
Vehicle,"SHELBY AUTOMOBILES, INC.",5
Vehicle,SHELLER-GLOBE CORPORATION,33
Vehicle,"SHERROD VANS, INC.",1
Vehicle,"SHERRY DESIGNS, INC.",1
Vehicle,"SHOOK MOBILE TECHNOLOGY, L.P.",1
Vehicle,"SHOREMASTER, INC.",1
Vehicle,"SHOW TRUCKS USA, INC.",1
Vehicle,SHOWTIME CONVERSIONS,4
Vehicle,"SHREDFAST, INC.",1
Vehicle,"SHUR SHAR MANUFACTURING, INC.",1
Vehicle,SIDUMP'R TRAILER COMPANY,2
Vehicle,SIERRA CUSTOM INTERIORS,1
Vehicle,"SILENT DRIVE, INC.",1
Vehicle,"SILVER CROWN, LLC",1
Vehicle,SILVERCREST WESTERN HOMES CORP,1
Vehicle,"SIMON DUPLEX, INC.",1
Vehicle,SINFAC/VELOSOLEX,1
Vehicle,"SISU NORTH AMERICA, INC.",1
Vehicle,SKIP'S SUNROOFS,1
Vehicle,SKYTOP RIG COMPANY,1
Vehicle,SMART USA DISTRIBUTOR LLC,1
Vehicle,SMC Trailers,2
Vehicle,SMITH CO MANUFACTURING,1
Vehicle,SMITH TANK AND EQUIPMENT,1
Vehicle,"SNF, Inc. dba BFX Fire Apparatus",1
Vehicle,SO. TRUCK BODY CORP.,1
Vehicle,"SO.AMBULANCE BLDRS., INC.",1
Vehicle,SOFT N' CUSHY AUTO UPHOLSTERY & ACCESSOR,1
Vehicle,SOLAR VISION,1
Vehicle,SOLECTRIA CORPORATION,1
Vehicle,SOMERSET MARINE,1
Vehicle,SOONER TRAILER MFG,2
Vehicle,SOUTHAMPTON COACHWORKS LT,2
Vehicle,SOUTHEAST AUTO ACCESSORIES,1
Vehicle,SOUTHEASTERN FABRICATORS,1
Vehicle,SOUTHSIDE TRIM,1
Vehicle,SOUTHWEST TRUCK BODY CO.,1
Vehicle,SPARTA MANUFACTURING CORP.,2
Vehicle,SPECIALTY AUTOMOTIVE TREATMENTS,1
Vehicle,SPORT TRAILERS,1
Vehicle,SPORTSCOACH OF AMER.,3
Vehicle,"SPORTSMOBILE TEXAS, INC",4
Vehicle,"SPRING VALLEY DODGE, INC.",2
Vehicle,SPRINGFIELD COACH BUILDERS,1
Vehicle,SPRINGFIELD STAGEWAY TECH,1
Vehicle,SPRINTER ENGINEERING & COMPLIANCE SUPPOR,12
Vehicle,"SS AUTOS, INC.",1
Vehicle,"ST Engineering Hackney, Inc",11
Vehicle,ST&E FABRICATION LLC,1
Vehicle,"STAIRS WELDING, INC.",1
Vehicle,STARCRAFT BUS AND MOBILITY,9
Vehicle,STARCRAFT COMPANY,20
Vehicle,STARDUST CRUISER MFG. CO.,1
Vehicle,STARTRANS BUS CORPORATION,17
Vehicle,STEELE QUALITY LLC,1
Vehicle,STEGALL AUTO ACCESSORIES,1
Vehicle,STEPHENS PNEUMATICS,4
Vehicle,STERLING-SALEM CORP.,1
Vehicle,STEWART & STEVENSON SERV.,4
Vehicle,STEYR DAIMLER PUCH A.G.,2
Vehicle,"STIGERS TRAILER MANUFACTURING, INC.",1
Vehicle,"STOLL TRAILERS, INC.",2
Vehicle,"STRAIGHTLINE MANUF., INC.",1
Vehicle,"STREAMLINE MFG., INC.",1
Vehicle,STREAMLINE/GUERDON DIV.,2
Vehicle,STURDI-CORP.,2
Vehicle,"SUMMIT SOUND & SECURITY, LTD",1
Vehicle,"SUN HAWK PRODUCTS, INC.",1
Vehicle,SUN VALLEY CAR CARRIERS INC.,1
Vehicle,"SUNCHASER VANS, INC.",1
Vehicle,SUNLINE COACH COMPANY,2
Vehicle,SUNLINE SUNROOFS,1
Vehicle,"SUNRADER,INC.",1
Vehicle,SUNRAY RV LLC,2
Vehicle,"SUNROOF & RESTYLERS CITY, INC",1
Vehicle,SUNROOFS ETC,1
Vehicle,SUNROOFS OF COLUMBIA,1
Vehicle,SUNSET TRUCK & VAN ACCES.,1
Vehicle,SUNSET VANS INC.,2
Vehicle,"SUPER VACUUM MFG. CO., INC.",1
Vehicle,SUPERIOR COACH DIV,4
Vehicle,"SUPERIOR COACH INTERIORS, INC.",1
Vehicle,"SUPERIOR COACH INTL., LTD",2
Vehicle,"SUPERIOR MANUFACTURING, INC.",1
Vehicle,SUPERIOR TRLR WORKS CORP.,3
Vehicle,SUTPHEN CORP.,4
Vehicle,SVI Trucks,5
Vehicle,SVO Group Inc,2
Vehicle,SYMONS CORPORATION,1
Vehicle,"Saab Cars North America, Inc.",1
Vehicle,"Saleen, Inc.",11
Vehicle,"Schwarze Industries, Inc.",3
Vehicle,"Schwing America, Inc.",1
Vehicle,"Seagrave Fire Apparatus, LLC",16
Vehicle,Seahawk Recreational Vehicles,1
Vehicle,"Shadow Trailer, LLC",3
Vehicle,"Sharp Manufacturing, LLC",1
Vehicle,"ShowHauler Trucks, Inc.",10
Vehicle,Shred-Tech Corporation,2
Vehicle,Shyft Group,226
Vehicle,Silver Eagle Manufacturing Company,10
Vehicle,SkyMark Refuelers,1
Vehicle,Skyline Corporation,35
Vehicle,"Smeal Holding, LLC",10
Vehicle,Snake River Trailer Company,3
Vehicle,"Somerset Welding & Steel, Inc.",4
Vehicle,Southeast Apparatus,1
Vehicle,"Southeast Toyota Distributors, LLC",29
Vehicle,"Southern Comfort Conversions, Inc.",2
Vehicle,Southern Pride Distributing LLC,1
Vehicle,Southwest Products,1
Vehicle,Space Craft MFG,1
Vehicle,"Space Craft Mfg., Inc.",4
Vehicle,Spartan ERV,5
Vehicle,"Spartan Fire, LLC",24
Vehicle,"Spartan Tool, LLC",1
Vehicle,"Special Fleet Service, Inc.",1
Vehicle,"Spector Manufacturing, Inc.",3
Vehicle,"Spectre Mfg., Inc.",1
Vehicle,"Spencer Manufacturing, Inc.",3
Vehicle,Stahl,1
Vehicle,"Stainless & Repair, Inc.",1
Vehicle,"Stainless Tank and Equipment Co., LLC",1
Vehicle,Stallion Bus And Transit Corp.,1
Vehicle,Starcraft Bus,21
Vehicle,Starcraft RV,71
Vehicle,Stargate Manufacturing Ltd,1
Vehicle,"Stealth Enterprises, LLC",2
Vehicle,Stonebrooke Equipment INC.,1
Vehicle,Storyteller Overland,2
Vehicle,"Stoughton Trailers, LLC",17
Vehicle,"Stratos Boats, Inc.",1
Vehicle,Streetcar ORV LLC,1
Vehicle,"Strick Trailers, LLC",33
Vehicle,"Subaru of America, Inc.",170
Vehicle,Summit Bodyworks,2
Vehicle,"Summit Trailer Sales, Inc.",6
Vehicle,"Sun Valley, Inc.",2
Vehicle,"Sundowner Trailers, Inc.",6
Vehicle,Sunset Park & RV Inc.,2
Vehicle,Super Test Corporation,1
Vehicle,Supreme Corporation,27
Vehicle,Sutphen Corporation,16
Vehicle,"Suzuki Motor USA, LLC",115
Vehicle,"Swab Wagon Company, Inc.",1
Vehicle,T&E ENTERPRISES,1
Vehicle,T.A. Pelsue,1
Vehicle,TAM-USA,1
Vehicle,"TARASPORT TRAILERS, INC.",1
Vehicle,TECH WELD CORPORATION,1
Vehicle,TECHWORKS INC.,2
Vehicle,TEREX LOAD KING,1
Vehicle,"TEREX UTILITIES, INC.",1
Vehicle,TERRY POE AUTOMOTIVE,1
Vehicle,TETON HOMES,4
Vehicle,TEXAS AUTO TOPS OF AUSTIN,1
Vehicle,TEXAS AUTO TRIM,1
Vehicle,TEXAS BUS SALES,2
Vehicle,TEXAS PRIDE TRAILERS,1
Vehicle,TEXTRON,1
Vehicle,THAYCO MANAFACTURING CO.,1
Vehicle,THE AUTO BOUTIQUE,1
Vehicle,THE CUSTOMIZERS INC.,2
Vehicle,THE LITTLE TRAILER COMPANY,1
Vehicle,THE NEW GOSHEN COACH CORP,1
Vehicle,THEURER INC.,3
Vehicle,"THINK NORTH AMERICA, INC.",3
Vehicle,"THOMAS BUILT BUSES, INC.",110
Vehicle,"THOMAS DENNIS COMPANY, LLC",1
Vehicle,THOMPSON TANK & MFG. CO.,1
Vehicle,THOR AMERICA,4
Vehicle,THOR INDUSTRIES,9
Vehicle,THULE TOWING SYSTEMS LLC,1
Vehicle,THUMB TRUCK EQUIPMENT,1
Vehicle,TIARA MOTOR COACH DIVISION,7
Vehicle,TIFFANY COACHWORKS,1
Vehicle,"TIGER TRAILERS, INC.",1
Vehicle,"TIMBERLINE TRAILERS, INC.",2
Vehicle,TITAN COACHES,1
Vehicle,"TL INDUSTRIES, INC.",2
Vehicle,TM Industries,1
Vehicle,"TMC Group, Inc.",1
Vehicle,TODCO DIVISION,1
Vehicle,TOMBERLIN AUTOMOTIVE GROUP,1
Vehicle,TOP COVERAGE,1
Vehicle,"TOPS UNLIMITED, INC.",1
Vehicle,TOR Truck Company,1
Vehicle,TOURIG,1
Vehicle,TRACKER MARINE L.P.,2
Vehicle,TRADEWINDS CONVERSIONS,1
Vehicle,TRAIL KING,3
Vehicle,TRAILBOSS TRAILERS INC,1
Vehicle,"TRAILEX, LES REMORQUES DE RIMOUSKI INC",1
Vehicle,"TRAILITE, INC.",1
Vehicle,"TRAILMANOR, INC.",1
Vehicle,TRAILMASTER INC.,1
Vehicle,TRANSAMERICAN ROOSEVELT,1
Vehicle,TRANSARCTIC CANADA INC.,1
Vehicle,TRANSI-CORP.,1
Vehicle,TRANSIT BUS INTERNATIONAL,1
Vehicle,"TRANSIT MANUFACTURING,INC",4
Vehicle,"TRANSPORT DESIGNS, INC.",2
Vehicle,"TRANSPORT SYSTEMS, INC.",1
Vehicle,"TRANSPORT TRAILERS, INC.",1
Vehicle,TRANSPORTATION MFG. CORP.,17
Vehicle,"TRANSPORTATION PROD., INC",2
Vehicle,TRAVEL EQUIPMENT CORP.,7
Vehicle,"TRAVEL INDUSTRIES, INC.",1
Vehicle,"TRAVEL SUPREME, INC.",9
Vehicle,TRAVEL UNITS INC.,3
Vehicle,"TRAVELEZE INDUSTRIES, INC.",1
Vehicle,"TRAVIS BODY & TRAILER, INC.",2
Vehicle,TRAVOY CORP.,4
Vehicle,TRIAD MACK SALES,1
Vehicle,TRIAD TRAILERS LLC,1
Vehicle,TRISTATE LEATHER,1
Vehicle,"TROLLEY ENTERPRISES, INC.",2
Vehicle,TRUCK & AUTO ELEGANCE,1
Vehicle,"TRUCK PARTS & EQUIP.,INC.",1
Vehicle,"TRUCK SERVICES, INC.",1
Vehicle,TRUCK TRAILER EQUIP. CO.,1
Vehicle,TRUCKWELD EQUIP. CO.,1
Vehicle,"TUFF BOY, INC.",1
Vehicle,TUFF/LUGG EQUIPMENT MANUF.,1
Vehicle,TUTTLE MFG. CO.,1
Vehicle,TVR ENGINEERING LIMITED,1
Vehicle,Tactical Vehicle Outfitters,1
Vehicle,Tadano America Corporation,4
Vehicle,"Talbert Manufacturing, Inc.",3
Vehicle,"Tap Worldwide, LLC",1
Vehicle,Taylor Made Ambulances,2
Vehicle,Taylor-Dunn Manufacturing Company,1
Vehicle,Team Spirit Trailers of Elkhart,1
Vehicle,"Temp-Air, a division of Sunbelt Rentals",2
Vehicle,Temsa,27
Vehicle,Tenco Inc.,1
Vehicle,Terberg Benschop B.V.,2
Vehicle,"Terex Advance Mixer, Inc.",19
Vehicle,Terex Aerial Work Platforms,3
Vehicle,Terex Environmental Equipment,1
Vehicle,"Terex South Dakota, Inc.",48
Vehicle,Terminal Investment Corporation,1
Vehicle,"Tesla, Inc.",69
Vehicle,Textron Specialized Vehicles,2
Vehicle,The RV Factory LLC,1
Vehicle,The Toro Company,2
Vehicle,"Thor California, Inc.",15
Vehicle,Thor Motor Coach,128
Vehicle,"Three Feathers Manufacturing, LLC",1
Vehicle,Tiffany Coach Builders,1
Vehicle,"Tiffin Motorhomes, Inc.",95
Vehicle,Timberland INC DBA Glacier,1
Vehicle,"Timpte, Inc.",12
Vehicle,Tiny Idahomes LLC,4
Vehicle,"Tishomingo Acquisition, LLC",1
Vehicle,Titan Bus,2
Vehicle,"TowBlazer, Inc.",1
Vehicle,Toyne Inc.,4
Vehicle,Toyota Motor Corporation,78
Vehicle,Toyota Motor Engineering & Manufacturing,295
Vehicle,"Tracker Marine, LLC",25
Vehicle,"Trail Boss Conversions, Inc.",3
Vehicle,"Trail King Industries, Inc.",18
Vehicle,"Trail-Rite, Inc.",1
Vehicle,Trailers USA Inc.,1
Vehicle,"Trailers by Dorsey, Inc.",5
Vehicle,"Trailex, Inc.",1
Vehicle,Trailmobile Canada Limited,23
Vehicle,"Trails West Manufacturing of Idaho, Inc.",7
Vehicle,Trailstar International Inc,2
Vehicle,"Trailstar Manufacturing, Inc.",1
Vehicle,Trans Tech Bus,18
Vehicle,Trans-Air Manufacturing Corp.,1
Vehicle,Transcraft Corporation,7
Vehicle,"Transportation Collaborative, Inc.",13
Vehicle,"Transportation Power, Inc.",1
Vehicle,Travel Lite RV,1
Vehicle,Tremcar,3
Vehicle,Triple E Recreational Vehicles,58
Vehicle,Triton Trailers LLC,1
Vehicle,"Triumph Motorcycles America, Ltd.",75
Vehicle,"Tropos Technologies, Inc.",2
Vehicle,Truck Equipment Service Company,4
Vehicle,Turtle Top,31
Vehicle,U.S. BUS CORPORATION,21
Vehicle,U.S. CARGO,1
Vehicle,U.S. DRIVE RIGHT,2
Vehicle,U.S. ELECTRICAR CORP.,1
Vehicle,UD TRUCKS CORPORATION,2
Vehicle,UD Trucks Corporation,29
Vehicle,"ULTRA CARTS, INC.",1
Vehicle,"ULTRA, INC.",1
Vehicle,"UNI-SUN, INC.",1
Vehicle,UNION CITY BODY COMPANY LLC,10
Vehicle,UNION CITY TRUCK & BODY,1
Vehicle,UNITED BUS CORPORATION,1
Vehicle,"UNITED MOTORS OF AMERICA, INC",1
Vehicle,UNITED SPECIALTIES INC.,2
Vehicle,UNITED TECHNOLOGIES AUTO.,1
Vehicle,UNITED TRADE REP(TOMOS),2
Vehicle,UNIVERSAL MOPED IMPORTS,1
Vehicle,UNIVERSAL OIL PRODUCTS CO,1
Vehicle,"UNIVERSAL SPECIALTY VEHICLES, INC.",6
Vehicle,UNIVERSAL TRAILER CORP. INC.,1
Vehicle,"UNIVERSAL TRAILERS, INC.",2
Vehicle,US Specs,2
Vehicle,Ubco Bikes US LLC,1
Vehicle,"Unicell Body Company, Inc.",1
Vehicle,"United Trailers, LLC",4
Vehicle,"Universal Trailer Cargo Group, Inc.",2
Vehicle,"Unruh Fire, Inc.",2
Vehicle,Utilimaster Corporation,27
Vehicle,Utility Trailer Manufacturing Company,30
Vehicle,"Utility Truck Equipment Company, LLC",1
Vehicle,V/M Custom Boat Trailers,1
Vehicle,"VAN AMERICAN COBRA, INC.",2
Vehicle,VAN CONVERSIONS OF LEHIGH VALLEY INC.,2
Vehicle,VAN CRAFT CORP,1
Vehicle,"VAN HOOL,  N.V. (*)",9
Vehicle,VAN PRODUCTS MOBILITY & COMMERCIAL,2
Vehicle,"VAN-CON, INCORPORATED",8
Vehicle,"VANS UNLIMITED, INC.",1
Vehicle,VCI Emergency Vehicle Specialists,1
Vehicle,"VEENEMA & WIEGERS, INC.",1
Vehicle,"VERITRANS SPECIALTY VEHICLES, INC.",6
Vehicle,VESELY COMPANY,8
Vehicle,VESPA OF AMER. CORP.,3
Vehicle,VIKING COACHWORKS,1
Vehicle,"VINTAGE REPRODUCTIONS,INC",2
Vehicle,VIP DISTRIBUTING CO.,1
Vehicle,VISTA INTERNATIONAL CORP.,1
Vehicle,"VLRV, LLC (Vanleigh RV)",6
Vehicle,"VULCAN TRLR. MFG. CO.,INC",2
Vehicle,"Vac-Tron Equipment, LLC",15
